link,date,build_type,rooms,level,furniture,area,price_base,price_additional,location_approximation,location,animals,shower,bath,balcony,dishwasher,induction_stove,deposit,whole_text
https://www.olx.pl/d/oferta/pokoj-w-nowoczesnym-mieszkaniu-na-nowej-inwestycji-kamienna-145-CID3-IDSxKZ4.html,05.01.2023,Apartamentowiec,3 pokoje,8,Tak,57.0,1900.0,1.0,Krzyki,,,False,False,False,True,True,2500,"Do wynajęcia trzy nowe, nieprzechodnie, umeblowane pokoje w nowoczesnym mieszkaniu na nowej inwestycji Kamienna 145. Ogłoszenie dotyczy jednego z trzech pokoi. Mieszkanie świeżo oddane do użytku projektowane przez projektantkę wnętrz. Wysoka jakość wykończenia wnętrz. Dostępne wszystkie udogodnienia i sprzęty AGD wysokiej klasy takie jak zmywarka, pralka, piekarnik, lodówka, płyta indukcyjna, żelazko, odkurzacz i inne. Każdy pokój o metrażu około 11 mkw. Całkowity metraż mieszkania to 57 mkw. Jeden z pokoi posiada balkon. Mieszkanie znajduje się na 8 piętrze i jest dwustronne. Mieszkanie idealne dla osób pracujących oraz uczących się. Osiedle oferuje doskonałą lokalizację, z dobrym dojazdem do wrocławskiego Rynku, Dworca Głównego (10 minut drogi piechotą), Uczelni oraz innych, ważnych punktów na mapie miasta. Przystanek tramwajowy i autobusowy w bezpośrednim sąsiedztwie - tuż przy wyjściu z budynku. Wszystkie udogodnienia takie jak sklepy (Kaufland, Lidl), restauracje, etc dostępne w zasięgu spaceru. To idealne miejsce do spacerów i przejażdżek rowerowych. Za cel można obrać sobie pobliski Aquapark, Park Skowroni, Park Wschodni lub zielone Wzgórze Andersa. Do Parku Południowego z mieszkania dojazd na rowerze w 10 minut. Pokoje wolne od zaraz Mieszkanie bezpośrednio od właściciela, bez pośredników Cena to 1900 PLN za pokój w tym wliczone opłaty. Wymagana kaucja w wysokości 2500 PLN Możliwość wynajęcia całego mieszkania"
https://www.otodom.pl/pl/oferta/panorama-miasta-17-pietro-2-pokoje-klima-garaz-ID4jMWB.html,05.01.2023,blok,2,,False,52.0,3200.0,,Krzyki Centrum Gaj Tarnogaj ulica Jesionowa INNOVA,,,False,False,False,True,False,,"Obsługa zdalna Wypozażenie: zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka."
https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-rozklad-gliniana-ID4cadi.html,05.01.2023,blok,3,3,False,56.0,3200.0,,ul. Gliniana,GlinianaPiętro 3,,False,False,False,True,False,50,"FOR ENGLISH PLEASE SCROLL DOWNMieszkanie 3-pok | Rozkład | GlinianaNumer oferty w biurze: 5511/4186/OMWBUDYNEK I OSIEDLE - ul. GlinianaPiętro 3 z 4, brak windy, parking naziemny, ogrzewanie miejskie, instalacja gazowaUKŁAD POMIESZCZEŃ - 56 m2Mieszkanie: kuchnia, 3 pokoje, korytarz, łazienka i toaleta (oddzielne)Powierzchnie dodatkowe: balkon (w zabudowie), piwnicaUMEBLOWANIE I WYPOSAŻENIEMeble: meble kuchenne, stół z krzesłami, łóżka pojedyncze, biurko, szafa, komoda, stolik kawowySprzęty: lodówka z zamrażarką, piekarnik, wyciąg kuchenny, pralka, zmywarka, płyta gazowaArmatura: prysznicPARKINGParking naziemny na terenie osiedlaOPŁATYCzynsz najmu: 3 200 PLNCzynsz administracyjny: 717 PLN (zawiera zaliczki na media) + prąd i gaz ok. 170 PLNInternet: 50 PLNWymagana kaucja.Zapraszam na prezentację!---SZEŚĆ ŚCIAN Biuro NieruchomościJoanna Szymczak511-105-712Niniejsza oferta nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego, a dane w niej zawarte mają jedynie charakter informacyjny i mogą ulec zmianie.---ENGLISH VERSION3-rooms apartment | Separated rooms | Gliniana StreetOffer reference number: 5511/4186/OMWBUILDING AND SETTLEMENT - Gliniana Street Floor 3 of 4, no elevator, upper ground parking, city heatingROOMS LAYOUT - 56 m2Apartment: kitchen, 3 rooms, hall, bathroom, toiletAdditional surfaces: balcony (built-in), cellarFurnishings and equipmentFurniture: kitchen furniture, table, single bed, desk, wardrobe, chest of drawers, coffee tableEquipment: fridge with freezer, oven, cooker hood, washing machine, dishwasher, gas plateSanitary fittings: showerPARKINGA settlement's upper ground parkingCOSTSRent: 3 200 PLNAdministration fee: 717 PLN (including utility prepaids) + electricity and gas: 170 PLNInternet: 50 PLNA deposit is required.Viewing highly recommended. Contact us today for more details or to arrange a viewing!---SZESC SCIAN Real EstatesJoanna Szymczaka511-105-712This offer does not constitute an offer within the meaning of the Civil Code, and the data contained therein are for information only and are subject to change.Oferta wysłana z programu dla biur nieruchomości ASARI CRM () Wypozażenie: meble."
https://www.olx.pl/d/oferta/kawalerka-z-balkonem-krzyki-CID3-IDSy35S.html,05.01.2023,Blok,Kawalerka,3,Tak,23.0,1500.0,300.0,Krzyki,,we dla osoby pracującej . Bez zwierzątek.W pobliżu niedrogi bar z domo,False,False,True,False,False,,"Kawalerka z balkonem w czteropiętrowym budynku, 3 piętro. Ul Jemiołowa/ Krucza. Widok na Sky Tower, w pobliżu autobusy (A-centrum) Miejsca do parkowania pod budynkiem. Kaucja ( tysiąc zł) i czynsz dodatkowo. Mieszkanie jednoosobowe dla osoby pracującej . Bez zwierzątek.W pobliżu niedrogi bar z domowym jedzeniem i sklepy. Proszę tylko dzwonić na podany nr tel, bez pisania wiadomości . Wolne od zaraz. Właściciel : Halinka"
https://www.otodom.pl/pl/oferta/2-pokoje-ul-wichrowa-dostep-do-fitness-ID4jMZh.html,05.01.2023,blok,2,1,True,40.0,3000.0,,ul. Wichrowa,,bez zwierząt.,False,False,False,True,True,4000,"Mam do wynajęcia 2-pokojowe mieszkanie składające się z salonu z aneksem kuchennym i sypialni.  Jest to pierwszy wynajem. Mieszkanie jest w pełni wyposażone w sprzęt AGD (płyta indukcyjna, piekarnik, kuchenka mikrofalowa, zmywarka, pralka, TV). znajduje się ono na nowym osiedlu Archicomu przy ul. Wichrowej. Do mieszkania przynależy miejsce postojowe (płatne dodatkowo 200zl/miesiąc). Na osiedlu jest klub fitness do którego najemca będzie miał dostęp. mieszkanie posiada balkon. bez zwierząt. Cena to 3000zł odstępne + opłaty (czynsz koło 600zł, prąd). TV naziemna w cenie czynszu, ewentualnie kablówka i internet we własnym zakresie. Kaucja 4000zł.   Wypozażenie: zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka."
https://www.olx.pl/d/oferta/3-pokojowe-mieszkanie-gadow-maly-CID3-IDSyjyi.html,05.01.2023,Blok,3 pokoje,2,Tak,67.0,3000.0,900.0,Fabryczna,,ak możliwości zamieszkania ze zwierzętami. Pośrednikom dziękujemy.,False,False,False,True,False,3000,"Mieszkanie do wynajęcia od 1 lutego 2023r.  Mieszkanie znajduje się przy ulicy Drzewieckiego. Powierzchnia 67m2, 3 pokoje, kuchnia, łazienka, toaleta, dwa przedpokoje, balkon. Mieszkanie znajduje się 2 piętrze, blok 6-piętrowy z windą. Do mieszkania przynależy komórka lokatorska. Parking przed blokiem ogólnodostępny.  Mieszkanie niedawno kompletnie wyremontowane, w pełni umeblowane. W kuchni znajduje się zmywarka, czajnik i mikrofalówka, a w łazience pralka. W salonie dostępna jest klimatyzacja.   W pobliżu liczne sklepy, restauracje, poczta. Bliskie sąsiedztwo DH Astra, hali targowej Tęcza oraz Parku Zachodniego. Blisko przystanek autobusowy (122, 128, 129, 136, 241, 243) oraz tramwajowy (3, 10, 20, 33).  Opłaty: - czynsz dla wynajmującego - 3000 zł, - czynsz do spółdzielni (w tym gaz, zaliczki na wodę ciepła i zimą, ogrzewanie, odpady) - ok. 900 zł, - prąd (płatny do Tauronu wg zużycia) - ok. 100 zł za 2 osoby, - internet i tv - we własnym zakresie (dostępne Netia, upc, Orange), - kaucja - 3000 zł.  Zainteresowanych proszę o kontakt telefoniczny. Brak możliwości zamieszkania ze zwierzętami. Pośrednikom dziękujemy."
https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-hubska-wroclaw-centrum-krzyki-ID4jNgk.html,05.01.2023,blok,3,4,True,52.0,3500.0,,Wrocław,,Zwierzęta nie są akceptowane. Wynajem d,False,True,False,True,False,,"Wynajmujemy bez pośredników Biura nieruchomości prosimy aby nie dzwoniły. Do wynajęcia od zaraz kompleksowo urządzone, 3 pokojowe mieszkanie położone na 4 piętrze w nowym budownictwie w kameralnej i spokojnej dzielnicy Hub- osiedle mieszczańskie etap II. Rozkład i wyposażenie: Mieszkanie o powierzchni 52 m2 składa się z: - salonu z rozkładaną sofą z funkcją spania, stołem jadalnym z kompletem 4ech krzeseł, TV oraz klimatycacja co przy letnich temperaturach we Wrocławiu jest niemalże niezbędne - 2 osobnych, zamykanych pokoi: #sypialnia z lozkiem kontynentalnym posiadającym duzy schowek na posciel itp, przesuwnej 3 drzwiowej szafy oraz komody. Sypialnia posiada wyjście na balkon. # pokoj dziecięcy/biuro- posiada zabudowaną szafe na calej dlugosci jednej sciany oraz pawlacze podsufitowe - aneksu kuchennego wyposażonego we wszystkie potrzebne sprzęty AGD (piekarnik, mikrofalę, lodówkę, zamrażalnik, zmywarkę) a także talerze, sztućce, szklanki, garnki itd. - łazienki z wanną, pralką- przedpokoju z szafką na buty i wieszakami Zwierzęta nie są akceptowane. Wynajem dla osób pracujących. Lokalizacja:mieszkanie położone jest przy ul. Hubskiej. Dosłowie za bramą osiedla znajduje sie przystanek tramwajowy/autobusowy. Pieszo 15 min do centrum handlowego Wroclavia. Osiedle jest zamkniete, strzeżone przez ochronę. Lidl i Biedronka w odlegosci 2-5 minut Parking:Do mieszkania przynależy podziemne miejscem parkingowe. Nie jest dodatkowo platne. Jest ono traktowane jako atut mieszkania, ponieważ w centrum jest ciężko o bezpłatne i bezpieczne miejsce parkingowe. Opłaty:3500 zł czynsz najmu + ok 700 zł opłaty administracyjne (czynsz w tym woda i ogrzewanie, prąd, internet+ tv)styczen :cena pomniejszona o dni nie zamieszkałe Umowa najmu okazjonalnego - notarialna. Przy wynajmie pobierana jest kaucja zwrotna po okresie najmu w wysokości 4200 zl Wypozażenie: zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka."
https://www.olx.pl/d/oferta/mieszkanie-dwupokojowe-na-ulicy-smardzowskiej-CID3-IDSyth6.html,05.01.2023,Blok,2 pokoje,1,Tak,50.0,2900.0,460.0,Krzyki,,,False,False,True,True,True,,"DO WYNAJĘCIA OD 05.02.2023  Hej,  Mam do wynajęcia dwupokojowe mieszkanie z balkonem o powierzchni 50m2 przy ulicy Smardzowskiej. Znajduje się na spokojnej dzielnicy Wojszyce(południe Wrocławia).   Mieszkanie jest w pełni wyposażone i umeblowane w nowoczesnym stylu(meble Agata i Ikea). Posiada zmywarkę, pralkę, piekarnik, lodówkę, płytę indukcyjną, tv oraz prysznic.   Znajduje się w pobliżu przystanków Parafialna i Malinowskiego(ok. 10min pieszo), Biedronki, Lidla, Parku Wojszyce, Stacji Pawiej, orlika. Warzywniak, piekarnia i żabka dosłownie pod blokiem. Niedaleko znajduje się również Uniwersytet Medyczny, Uniwersytet Ekonomiczny, ulica Zwycięska z ciekawymi restauracjami, Bielany Wrocławskie i osiedle Jagodno. Dojazd do Wroclavii i dworca głównego około 20min autobusem.  Możliwość wynajmu podziemnego miejsca parkingowego za 250zł.  2900 zł (wynajem) + ok. 460 zł (czynsz) + ok. 150 zł zaliczka za energię elektryczną  Kaucja o wartości miesięcznego wynajmu.  We speak english. :-) Pośrednikom za kontakt z góry dziękujemy."
https://www.otodom.pl/pl/oferta/bezposrednio-rynek-wiezienna-wysoki-standard-ID48ahR.html,05.01.2023,kamienica,1,2,True,30.0,2700.0,,ul. Więzienna 1-4,,,False,False,False,True,False,,"OGŁOSZENIE BEZPOŚREDNIE - BEZ PROWIZJI DLA POŚREDNIKA.  Wynajmę apartament w ścisłym centrum dla pary lub singla. Mieszkanie mieści się przy ul. Więziennej, dwa kroki od płyty wrocławskiego Rynku. Apartament wyremontowany został z dbałością o każdy szczegół - wysokiej jakości materiały, drewniana podłoga, przestronna zabudowana szafa, dobrze zaopatrzona kuchnia z płytą kuchenną, piekarnikiem z mikrofalówką, zmywarką, pochłaniaczem oraz kącikiem jadalnym. Łazienka z dużym prysznicem, pralką i głośnikiem sufitowym podłączonym do systemu audio w pokoju. Komfortowe łóżko kontynentalne, internet światłowodowy, wifi i abonament tv.  Mieszkanie znajduje się w spokojnej części Rynku - w sąsiedztwie nie ma głośnych klubów.  Apartament jest w pełni wyposażony - telewizor smart TV 55 cali, zestaw audio Denon z głośnikiem sufitowym w łazience, komplet naczyń, sztućców i sprzętów do gotowania, ekspres do kawy, żelazko, czajnik elektryczny.  Na podwórku przy mieszkaniu znajduje się parking dla mieszkańców - zasada ‘kto pierwszy ten lepszy’, jednak lokalizacja w centrum i dostępność połączeń w każdym kierunku sprawia, że jest to idealna oferta dla osób nieposiadających samochodu.  W razie pytań proszę o kontakt. Dostępne od 1 lutego.  ____________  ENGLISH:  Apartment for rent in the city centre near Więzienna street. Furnished with style and attention to the smallest detail. Wooden floor, built-in closet, fully equipped kitchen with dishwasher. Bathroom with large shower, washing machine and built-in sound system. Comfortable continental bed, fast wifi and tv subscription.  The apartment is located in the calm area - there are no clubs or shops that are open during the nighttime around. The flat has everything that is needed - 55 inches smart TV, Denon sound system with a bathroom speaker, iron, kitchen utensils, coffee machine, electric kettle.   There is a parking for inhabitants in the backyard, but there is no guarantee for free space. The apartment is located right in the city centre and it is well connected to other parts of the city by public transportation.   I speak English, feel free to contact me if you have any further questions. Available from 1st of February.  Wypozażenie: zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka."
https://www.otodom.pl/pl/oferta/wynajme-lokal-dwupietrowy-w-domu-140m2-pracze-ID4aKab.html,05.01.2023,dom wolnostojący,3,1,True,140.0,6200.0,,ul. Brodzka,,,False,False,False,True,True,,"Wynajem składa się z 1 piętra i 2 piętra domu mieszkalnego o pow. 140m/2 .  Na 1 piętro prowadzą schody i osobne wejście od zewnątrz. Przy wejściu znajduję się mały hol z szafą na kurtki i buty. następnie wchodząc po oświetlanych schodkach znajduję się duża powierzchnia salonu [80m/2] - który posiada stołek barowy z hokerami oraz Aneks kuchenny wyposażony w:  lodówkę, winiarkę, płytę indukcyjną, okap elektryczny, piekarnik, zmywarkę, blat, szafki kuchenne itp.  Obok kuchni jest wyjście na duży taras oraz wejście do łazienki, w której są:  pralka, toaleta, półeczki na kosmetyki, umywalka, kabina prysznicowa.   całość o pow. ok.8m/2  Na przeciwko kuchni znajdują się okrągłe schody prowadzące na 2 piętro domu, gdzie znajduje się duży korytarz o pow. ok.16 m/2 prowadzący do 2 pokoi i łazienki. - Pierwszy pokój o pow. 11m/2 - Drugi pokój o pow. 14m/2  Łazienka składa się z:  kabiny prysznicowej, umywalki , lustra, szafki na kosmetyki, toalety.  W domu znajdują się 3 klimatyzacje.  Czynsz: 6200 zł + media  Dodatkowo:  - Możliwość dogadania się z właścicielem apropo wyposażenia domu,  - Możliwość wynajęcia dla rodziny jak i dla Firm.  Doskonałe wyjście dla osób, które mają małe firmy <biuro, salon tatuażu, salon kosmetyczny itp.>Nie współpracujemy z pośrednikamiZainteresowanych proszę o kontakt na numer: 696 928 532        Wypozażenie: zmywarka, lodówka, piekarnik, kuchenka, pralka."
https://www.otodom.pl/pl/oferta/gaj-50m2-osobna-kuchnia-balkon-garaz-2600zl-ID4jKtR.html,05.01.2023,blok,2,1,True,50.0,2600.0,,ul. Wandy Rutkiewicz,,,False,False,True,False,False,2600,"Do wynajęcia dwupokojowe, przestronne mieszkanie na Krzykach, z balkonem i osobną, jasną kuchnią. Lokal w dobrym standardzie, oferowany opcjonalnie: 1. bez mebli, 2. w pełni umeblowany i wyposażony jak na zdjęciach. Mieszkanie czyste, rozkładowe, wygodne i słoneczne. I-sze piętro w niskim budynku bez windy. Cena 2600zł + opłaty 700zł (czynsz - w tym zaliczka na wodę 2os, i na ogrzewanie+ prąd i gaz). Obowiązkowe zdeponowanie kaucji (2600zł). W cenie najmu udostępniono do używania dla najemcy miejsce postojowe w garażu podziemnym. Świetna lokalizacja, w pieszym zasięgu sklepiki osiedlowe, 10 min do centrum handlowego Ferio Gaj i przystanków komunikacji miejskiej (tramwaje, autobusy), 5 min do USK przy Borowskiej, na osiedlu nowa szkoła podstawowa i przedszkole. Idealne dla dwóch osób. Komfortowe również dla rodziny z dzieckiem. Preferowany najem długoterminowy. Lokal dostępny do zasiedlenia od 01.04.2023r., prezentacje od 14.02.2023r. Kontakt w sprawie oferty : Joanna Szczęśniak, lic 2784, tel: 600 886 931. Powyższy opis nie stanowi oferty w rozumieniu KC. Lokal oferowany za pośrednictwem Agencji! Wypozażenie: lodówka, piekarnik, kuchenka, pralka."
https://www.otodom.pl/pl/oferta/stylowa-kawalerka-ul-kosciuszki-5-minut-od-pkp-ID48Rn5.html,05.01.2023,apartamentowiec,1,3,True,25.0,2100.0,,Wrocław,,,False,False,False,False,False,,"Obsługa zdalna Wypozażenie: lodówka, meble, kuchenka, telewizor, pralka."
https://www.otodom.pl/pl/oferta/kawalerka-z-duzym-ogrodem-blisko-centrum-ID4juLx.html,05.01.2023,,1,,True,25.0,2300.0,,Wrocław,,,False,False,False,False,False,,Film Wypozażenie: meble.
https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-w-w-srodm-grunwaldzki-tylko-prad-ok-50-zl-CID3-IDBUs6k.html,05.01.2023,Dom wolnostojący,Kawalerka,Suterena,Tak,25.0,2400.0,50.0,Śródmieście,,"iepalących, bez nałogów i bez zwierząt",False,False,False,False,False,2400,"Wynajmę mieszkanie od zaraz w super lokalizacji Wrocław Śródmieście na osiedlu Zacisze (blisko al. Kochanowskiego).   Do przystanku autobusowego 150 m., przy Parku Szczytnickim, w okolicy Morskie Oko, sklepy, gabinety, poczta, kościół, baseny, korty tenisowe.   Kawalerka z osobnym niekrępującym wejściem od ogrodu gdzie można odpocząć w przydomowym patio, ciepła (ogrzewanie gazowe), w pełni wyposażona, internet ze światłowodu 1000 Mb/s.   Umowa na rok czasu oraz kaucja w wysokości 2400zł.  Dodatkową opłatą jest tylko rachunek za prąd ok 50 zł.  Dla osób niepalących, bez nałogów i bez zwierząt   Proszę dzwonić tel: 60*****59"
https://www.olx.pl/d/oferta/nowoczesny-loft-na-bulwarze-staromiejskim-CID3-IDSydN4.html,05.01.2023,Kamienica,2 pokoje,1,Tak,45.0,4500.0,220.0,Stare Miasto,,,False,False,True,False,False,,"Do wynajęcia loftowy apartament w jednym z najbardziej rozpoznawalnych budynków we Wrocławiu położonym na terenie inwestycji Bulwar Staromiejski przy pl. Jana Pawła II.  LOKALIZACJA: Apartament mieści się w odległości kilkuminutowego spaceru od wrocławskiego Rynku, nieopodal rzeki Odry nad brzegiem zrewitalizowanej fosy miejskiej. Jest to idealne miejsce dla osób, które chcą mieszkać w sercu miasta a jednocześnie cieszyć się bliskością parku ze starodrzewem i spacerami przy fosie.  APARTAMENT: Apartament o powierzchni około 45m2 znajduje się na pierwszym piętrze budynku powstałego w XX wieku. Ogromnym atutem jest ponadstandardowa wysokość pomieszczeń- niemalże 4,5 metra, duże drewniane okna, które gwarantują piękny widok na zieleń oraz idealnie doświetlają wnętrze.  Apartament jest nowocześnie urządzony i kompleksowo wyposażony w sprzęt AGD/RTV. Składa się z:  - salonu, w którym znajdują się eleganckie meble: wygodna sofa, fotel, stolik kawowy, szafka RTV oraz telewizor, - aneksu kuchennego zabudowanego meblami na wymiar, wyposażonego w niezbędne sprzęty AGD i akcesoria kuchenne, - łazienki z wygodną kabiną prysznicową, umywalką, oraz pojemnymi szafkami łazienkowymi - antresoli, na której jest sypialnia z dużym wygodnym łóżkiem, dwiema pojemnymi szafami, oraz biurkiem  Wnętrze apartamentu doskonale uzupełniają dwa duże balkony usytuowane od strony pięknie zaprojektowanego bulwaru oraz fosy.  OPŁATY: - 4 500 zł- czynsz najmu - 220 zł- czynsz administracyjny - media wg bieżącego zużycia  Możliwość wynajęcia miejsca postojowego podziemnego w cenie 350 złotych miesięcznie. Zapraszam na prezentację!  Treść niniejszego ogłoszenia nie stanowi oferty w rozumieniu Kodeksu Cywilnego."
https://www.olx.pl/d/oferta/wynajme-nowe-mieszkanie-49m2-wroclaw-ul-kajdasza-CID3-IDMS5nP.html,05.01.2023,Blok,2 pokoje,1,Tak,49.0,2800.0,500.0,Krzyki,,,False,False,False,True,False,,"Do wynajęcia komfortowe, nowe,  2 pokojowe mieszkanie znajdujące się przy ulicy Kajdasza (boczna Buforowej).  Mieszkanie o powierzchni 49m2, zlokalizowane na 1 piętrze, składające się z salonu z otwartą kuchnią, sypialni, przedpokoju i łazienki.  Do lokalu przynależy podziemnie miejsce parkingowe, komórka lokatorska oraz balkon.  Kuchnia i łazienka w pełni wyposażona w sprzęt (pralka, lodówka z zamrażarką, zmywarka, płyta grzewcza, piekarnik).  Pierwsza umowa min. rok czasu. Wymagana kaucja w kwocie dwukrotności odstępnego. Dostępne od połowy stycznia."
https://www.otodom.pl/pl/oferta/duze-mieszkanie-na-popowicach-swietna-lokalizacja-ID4jJeN.html,05.01.2023,blok,3,1,True,64.0,3700.0,,ul. Białowieska,,,False,False,False,True,False,,"Film Wypozażenie: zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka."
https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-centrum-CID3-IDSy9js.html,05.01.2023,Apartamentowiec,2 pokoje,,Tak,43.0,2900.0,500.0,Krzyki,,,False,False,False,False,False,3000,"Wynajmę mieszkanie 2 pokojowe 43m.  Mieszkanie składa się z :  - osobnej sypialni  - salonu z aneksem kuchennym  -przedpokoju  - łazienki  -Duży balkon z wyjściem w salonie i sypialni.  Mieszkanie znajduje się na 6 pietrze  Do dyspozycji kanapa rozkladana, łóżko malzenskie, pojemne szafy, aneks kuchenny, TV, lodówka, pralka.  Mieszkanie znajduje się przy ulicy Prądzyńskiego jest to boczna Kościuszki - zamykane osiedle.   Koszt 3400zl calosc  Kaucja 3000zl  Możliwość wystawienia Faktury ."
https://www.otodom.pl/pl/oferta/krzywoustego-komfortowe-1-pokojowe-rozkladowe-ID4jtMD.html,05.01.2023,blok,1,7,True,35.0,2200.0,,ul. Bolesława Krzywoustego,,,False,False,False,False,False,,"Oferuję do wynajęcia komfortowe mieszkanie jednopokojowe położone w rewelacyjnej lokalizacji (przy ulicy B. Krzywoustego nieopodal rynku na Psim Polu). W roku 2013 ukończono remont ulicy B. Krzywoustego wraz z rynkiem Psiego Pola. W centrum rynku powstała fontanna, ławeczki, nawierzchnia ulicy została wykonana ze stylowego bruku i ozdobiona elementami małej architektury. Ruch drogowy na tym obszarze został ograniczony do pojazdów mieszkańców oraz komunikacji miejskiej. Mieszkanie po kapitalnym remoncie: - okna PCV, - wymienione instalacje: elektryczna, wod-kan, - drzwi wejściowe antywłamaniowe. Funkcjonalny, rozkładowy układ pomieszczeń: - oddzielna kuchnia - umeblowana i wyposażona w sprzęt AGD (lodówka z zamrażarką, kuchenka gazowa z piekarnikiem, pochłaniacz zapachów), - łazienka razem z toaletą - duża kabina prysznicowa, umywalka, pralka, - przedpokój - wieszak, lustro, szafa jednodrzwiowa oraz szafka na obuwie, - pokój - duża zabudowana szafa typu Komandor, rozkładana kanapa, zestaw mebli, biurko z krzesłem, ława, telewizor. Mieszkanie jest czyste, bardzo zadbane a wyposażenie w idealnym stanie. Doskonale rozwinięta infrastruktura: sklepy spożywcze i supermarkety, bazar, szkoły, przedszkole, apteki itp. Bliskie sąsiedztwo przystanków komunikacji miejskiej: linie pospieszne N, D oraz linie zwykłe: 121,128,130,131,141,147,150,151241,251,904,921,924,931,934,936. Sąsiedztwo wielu terenów rekreacyjnych sprawia, że jest to również idealne miejsce dla amatorów aktywnego wypoczynku. Budynek ocieplony, ładna klatka schodowa, teren przed budynkiem zadbany. Dla mieszkańców dostępny bezpłatny parking. Do opłaty za najem w wysokości 2200,00 zł proszę doliczyć opłaty dodatkowe w wysokości 400,00 zł (w opłatach dodatkowych zawarte są zaliczki za wodę ciepłą i zimną, ogrzewanie, gaz, energię elektryczną). Wymagana jest kaucja w wysokości jednomiesięcznych opłat. Oferta skierowana dla osób studiujących i/lub pracujących. Mieszkanie dostępne od zaraz. WYŁĄCZNOŚĆ Kontakt: Majczyk Nieruchomości Pośrednik odpowiedzialny za ofertę: Beata Majczyk: tel.: +48 502 041 447.  Licencja zawodowa nr 7951. Przedstawiona oferta sprzedaży ma wyłącznie charakter informacyjny.  Nie stanowi oferty handlowej w rozumieniu art.66 par.1 KC. Wszystkie  materiały - zdjęcia, tekst, itp., przedstawione w niniejszej ofercie stanowią własność i podlegają ochronie prawa autorskiego. Jakiekolwiek przywłaszczanie sobie autorstwa, kopiowanie, przetwarzanie, rozpowszechnianie tych materiałów w jakimkolwiek zakresie bez zgody autora jest zabronione. Wypozażenie: lodówka, meble, piekarnik, kuchenka, telewizor, pralka."
https://www.olx.pl/d/oferta/kawalerka-po-remoncie-krzyki-borek-wandy-wroclaw-od-1-lutego-2023-CID3-IDJSraz.html,05.01.2023,Kamienica,Kawalerka,3,Tak,26.0,2050.0,280.0,Krzyki,,,False,False,False,False,False,"2050, 2050","Klimatyczna kawalerka znajduje się na poddaszu zadbanego starego budynku.  Mieszkanie jest klimatyzowane, zostało również w pełni urządzone i jest po kapitalnym remoncie. Okna są od południowej strony i wychodzą na zrewitalizowane podwórko.  w mieszkaniu do dyspozycji lokatora pozostawiam: komplet mebli (komoda, półka wisząca, dywan, sofa rozkładana 2os., pojemna szafa 2 drzwiowa, stół z krzesłami, ława i 2 pufy rattanowe  w kuchni: kuchenka elektryczna, lodówka z zamrażarką, pralka, mikrofalówka, garnki, talerze, sztućce itp.  w łazience znajduje się obszerna kabina prysznicowa, toaleta, umywalka, bojler  Lokalizacja to ulica Wandy (obok Powstańców Śląskich, Hallera) cicha i spokojna okolica, niska zabudowa, blisko dużego węzła komunikacji samochodowej i miejskiej (autobusy, tramwaje, obwodnica śródmiejska i AOW), niedaleko CH Borek, parki. Podwórko jest po rewitalizacji, znajduje się na nim m.in. siłownia.  Mieszkanie idealne dla osoby pracującej, poszukującej czegoś nie standardowego.  Cena odstępne 2050pln - kaucja 2050 pln  Koszty czynszu 280 pln (zawiera ogrzewanie) plus energia wg. zużycia około 100 pln  Łączny koszt około 2350pln  Proszę o kontakt pod numerem tel. 51********43"
